antecedent,consequent,support,confidence,lift 
"['11', '8', '38', '3']",['39'],0.06,0.52,1.16
"['11', '8', '38', '39']",['3'],0.06,0.54,1.1
"['11', '38', '39', '3']",['8'],0.06,0.57,1.15
"['8', '38', '39', '3']",['11'],0.06,0.62,1.19
"['11', '8', '39', '3']",['38'],0.06,0.83,1.1
['36'],"['11', '8', '39', '3']",0.05,0.08,1.11
['11'],"['8', '36', '39', '3']",0.05,0.1,1.22
['8'],"['11', '36', '39', '3']",0.05,0.1,1.15
['3'],"['11', '8', '36', '39']",0.05,0.11,1.09
['39'],"['11', '8', '36', '3']",0.05,0.11,1.16
"['11', '36']","['8', '39', '3']",0.05,0.15,1.27
"['8', '36']","['11', '39', '3']",0.05,0.16,1.21
"['36', '3']","['11', '8', '39']",0.05,0.17,1.16
"['36', '39']","['11', '8', '3']",0.05,0.18,1.2
"['11', '8']","['36', '39', '3']",0.05,0.19,1.28
"['11', '3']","['8', '36', '39']",0.05,0.19,1.14
"['11', '39']","['8', '36', '3']",0.05,0.21,1.25
"['8', '3']","['11', '36', '39']",0.05,0.21,1.24
"['8', '39']","['11', '36', '3']",0.05,0.21,1.16
"['39', '3']","['11', '8', '36']",0.05,0.23,1.29
"['11', '8', '36']","['39', '3']",0.05,0.29,1.29
"['11', '36', '3']","['8', '39']",0.05,0.28,1.16
"['11', '36', '39']","['8', '3']",0.05,0.31,1.24
"['8', '36', '3']","['11', '39']",0.05,0.32,1.25
"['8', '36', '39']","['11', '3']",0.05,0.31,1.14
"['36', '39', '3']","['11', '8']",0.05,0.36,1.28
"['11', '8', '3']","['36', '39']",0.05,0.35,1.2
"['11', '8', '39']","['36', '3']",0.05,0.36,1.16
"['11', '39', '3']","['8', '36']",0.05,0.39,1.21
"['8', '39', '3']","['11', '36']",0.05,0.43,1.27
"['11', '8', '36', '3']",['39'],0.05,0.53,1.16
"['11', '8', '36', '39']",['3'],0.05,0.53,1.09
"['11', '36', '39', '3']",['8'],0.05,0.57,1.15
"['8', '36', '39', '3']",['11'],0.05,0.64,1.22
"['11', '8', '39', '3']",['36'],0.05,0.7,1.11
['36'],"['8', '39', '3']",0.08,0.13,1.09
['8'],"['36', '39', '3']",0.08,0.16,1.13
['3'],"['8', '36', '39']",0.08,0.17,1.02
['39'],"['8', '36', '3']",0.08,0.18,1.09
"['8', '36']","['39', '3']",0.08,0.25,1.14
"['36', '3']","['8', '39']",0.08,0.26,1.07
"['36', '39']","['8', '3']",0.08,0.28,1.13
"['8', '3']","['36', '39']",0.08,0.33,1.13
"['8', '39']","['36', '3']",0.08,0.34,1.07
"['39', '3']","['8', '36']",0.08,0.37,1.14
"['8', '36', '3']",['39'],0.08,0.5,1.09
"['8', '36', '39']",['3'],0.08,0.49,1.02
"['36', '39', '3']",['8'],0.08,0.56,1.13
"['8', '39', '3']",['36'],0.08,0.68,1.09
['38'],"['8', '36', '39', '3']",0.07,0.09,1.13
['36'],"['8', '38', '39', '3']",0.07,0.11,1.12
['8'],"['38', '36', '39', '3']",0.07,0.14,1.17
['3'],"['8', '38', '36', '39']",0.07,0.14,1.06
['39'],"['8', '38', '36', '3']",0.07,0.15,1.15
"['38', '36']","['8', '39', '3']",0.07,0.14,1.2
"['8', '38']","['36', '39', '3']",0.07,0.18,1.25
"['38', '3']","['8', '36', '39']",0.07,0.19,1.13
"['38', '39']","['8', '36', '3']",0.07,0.2,1.21
"['8', '36']","['38', '39', '3']",0.07,0.22,1.22
"['36', '3']","['8', '38', '39']",0.07,0.22,1.15
"['36', '39']","['8', '38', '3']",0.07,0.24,1.23
"['8', '3']","['38', '36', '39']",0.07,0.28,1.21
"['8', '39']","['38', '36', '3']",0.07,0.29,1.16
"['39', '3']","['8', '38', '36']",0.07,0.31,1.23
"['8', '38', '36']","['39', '3']",0.07,0.27,1.23
"['38', '36', '3']","['8', '39']",0.07,0.28,1.16
"['38', '36', '39']","['8', '3']",0.07,0.3,1.21
"['8', '38', '3']","['36', '39']",0.07,0.36,1.23
"['8', '38', '39']","['36', '3']",0.07,0.36,1.15
"['38', '39', '3']","['8', '36']",0.07,0.39,1.22
"['8', '36', '3']","['38', '39']",0.07,0.42,1.21
"['8', '36', '39']","['38', '3']",0.07,0.42,1.13
"['36', '39', '3']","['8', '38']",0.07,0.48,1.25
"['8', '39', '3']","['38', '36']",0.07,0.58,1.2
"['8', '38', '36', '3']",['39'],0.07,0.52,1.15
"['8', '38', '36', '39']",['3'],0.07,0.52,1.06
"['38', '36', '39', '3']",['8'],0.07,0.58,1.17
"['8', '38', '39', '3']",['36'],0.07,0.71,1.12
"['8', '36', '39', '3']",['38'],0.07,0.86,1.13
['48'],"['8', '39', '3']",0.07,0.13,1.06
['8'],"['48', '39', '3']",0.07,0.14,1.11
['3'],"['48', '8', '39']",0.07,0.14,1.03
['39'],"['48', '8', '3']",0.07,0.15,1.1
"['48', '8']","['39', '3']",0.07,0.25,1.11
"['48', '3']","['8', '39']",0.07,0.26,1.05
"['48', '39']","['8', '3']",0.07,0.27,1.1
"['8', '3']","['48', '39']",0.07,0.27,1.1
"['8', '39']","['48', '3']",0.07,0.28,1.05
"['39', '3']","['48', '8']",0.07,0.3,1.11
"['48', '8', '3']",['39'],0.07,0.5,1.1
"['48', '8', '39']",['3'],0.07,0.5,1.03
"['48', '39', '3']",['8'],0.07,0.55,1.11
"['8', '39', '3']",['48'],0.07,0.56,1.06
['38'],"['48', '8', '39', '3']",0.06,0.08,1.12
['48'],"['8', '38', '39', '3']",0.06,0.11,1.09
['8'],"['48', '38', '39', '3']",0.06,0.11,1.14
['3'],"['48', '8', '38', '39']",0.06,0.12,1.06
['39'],"['48', '8', '38', '3']",0.06,0.13,1.15
"['48', '38']","['8', '39', '3']",0.06,0.14,1.15
"['8', '38']","['48', '39', '3']",0.06,0.15,1.21
"['38', '3']","['48', '8', '39']",0.06,0.15,1.12
"['38', '39']","['48', '8', '3']",0.06,0.16,1.19
"['48', '8']","['38', '39', '3']",0.06,0.21,1.18
"['48', '3']","['8', '38', '39']",0.06,0.22,1.11
"['48', '39']","['8', '38', '3']",0.06,0.23,1.19
"['8', '3']","['48', '38', '39']",0.06,0.23,1.17
"['8', '39']","['48', '38', '3']",0.06,0.23,1.12
"['39', '3']","['48', '8', '38']",0.06,0.26,1.19
"['48', '8', '38']","['39', '3']",0.06,0.26,1.19
"['48', '38', '3']","['8', '39']",0.06,0.27,1.12
"['48', '38', '39']","['8', '3']",0.06,0.29,1.17
"['8', '38', '3']","['48', '39']",0.06,0.3,1.19
"['8', '38', '39']","['48', '3']",0.06,0.29,1.11
"['38', '39', '3']","['48', '8']",0.06,0.32,1.18
"['48', '8', '3']","['38', '39']",0.06,0.42,1.19
"['48', '8', '39']","['38', '3']",0.06,0.42,1.12
"['48', '39', '3']","['8', '38']",0.06,0.47,1.21
"['8', '39', '3']","['48', '38']",0.06,0.48,1.15
"['48', '8', '38', '3']",['39'],0.06,0.52,1.15
"['48', '8', '38', '39']",['3'],0.06,0.52,1.06
"['48', '38', '39', '3']",['8'],0.06,0.57,1.14
"['8', '38', '39', '3']",['48'],0.06,0.58,1.09
"['48', '8', '39', '3']",['38'],0.06,0.85,1.12
['48'],"['39', '3']",0.12,0.23,1.04
['3'],"['48', '39']",0.12,0.25,1.02
['39'],"['48', '3']",0.12,0.27,1.02
"['48', '3']",['39'],0.12,0.46,1.02
"['48', '39']",['3'],0.12,0.49,1.02
"['39', '3']",['48'],0.12,0.55,1.04
['38'],"['48', '39', '3']",0.1,0.13,1.09
['48'],"['38', '39', '3']",0.1,0.19,1.07
['3'],"['48', '38', '39']",0.1,0.21,1.05
['39'],"['48', '38', '3']",0.1,0.22,1.06
"['48', '38']","['39', '3']",0.1,0.24,1.1
"['38', '3']","['48', '39']",0.1,0.27,1.08
"['38', '39']","['48', '3']",0.1,0.29,1.08
"['48', '3']","['38', '39']",0.1,0.38,1.08
"['48', '39']","['38', '3']",0.1,0.41,1.08
"['39', '3']","['48', '38']",0.1,0.45,1.1
"['48', '38', '3']",['39'],0.1,0.48,1.06
"['48', '38', '39']",['3'],0.1,0.51,1.05
"['38', '39', '3']",['48'],0.1,0.57,1.07
"['48', '39', '3']",['38'],0.1,0.82,1.09
['36'],"['48', '39', '3']",0.08,0.13,1.04
['48'],"['36', '39', '3']",0.08,0.15,1.04
['3'],"['48', '36', '39']",0.08,0.16,1.02
['39'],"['48', '36', '3']",0.08,0.18,1.02
"['48', '36']","['39', '3']",0.08,0.24,1.07
"['36', '3']","['48', '39']",0.08,0.26,1.03
"['36', '39']","['48', '3']",0.08,0.27,1.03
"['48', '3']","['36', '39']",0.08,0.3,1.03
"['48', '39']","['36', '3']",0.08,0.32,1.03
"['39', '3']","['48', '36']",0.08,0.36,1.07
"['48', '36', '3']",['39'],0.08,0.46,1.02
"['48', '36', '39']",['3'],0.08,0.5,1.02
"['36', '39', '3']",['48'],0.08,0.55,1.04
"['48', '39', '3']",['36'],0.08,0.65,1.04
['38'],"['48', '36', '39', '3']",0.07,0.09,1.11
['36'],"['48', '38', '39', '3']",0.07,0.11,1.06
['48'],"['38', '36', '39', '3']",0.07,0.13,1.06
['3'],"['48', '38', '36', '39']",0.07,0.14,1.05
['39'],"['48', '38', '36', '3']",0.07,0.15,1.06
"['38', '36']","['48', '39', '3']",0.07,0.14,1.13
"['48', '38']","['36', '39', '3']",0.07,0.16,1.12
"['38', '3']","['48', '36', '39']",0.07,0.18,1.11
"['38', '39']","['48', '36', '3']",0.07,0.19,1.1
"['48', '36']","['38', '39', '3']",0.07,0.2,1.13
"['36', '3']","['48', '38', '39']",0.07,0.21,1.08
"['36', '39']","['48', '38', '3']",0.07,0.23,1.09
"['48', '3']","['38', '36', '39']",0.07,0.25,1.09
"['48', '39']","['38', '36', '3']",0.07,0.27,1.09
"['39', '3']","['48', '38', '36']",0.07,0.3,1.13
"['48', '38', '36']","['39', '3']",0.07,0.25,1.13
"['38', '36', '3']","['48', '39']",0.07,0.27,1.09
"['38', '36', '39']","['48', '3']",0.07,0.29,1.09
"['48', '38', '3']","['36', '39']",0.07,0.32,1.09
"['48', '38', '39']","['36', '3']",0.07,0.34,1.08
"['38', '39', '3']","['48', '36']",0.07,0.38,1.13
"['48', '36', '3']","['38', '39']",0.07,0.39,1.1
"['48', '36', '39']","['38', '3']",0.07,0.42,1.11
"['36', '39', '3']","['48', '38']",0.07,0.46,1.12
"['48', '39', '3']","['38', '36']",0.07,0.55,1.13
"['48', '38', '36', '3']",['39'],0.07,0.48,1.06
"['48', '38', '36', '39']",['3'],0.07,0.51,1.05
"['38', '36', '39', '3']",['48'],0.07,0.56,1.06
"['48', '38', '39', '3']",['36'],0.07,0.67,1.06
"['48', '36', '39', '3']",['38'],0.07,0.84,1.11
['40'],['39'],0.22,0.48,1.05
['39'],['40'],0.22,0.48,1.05
['38'],"['40', '39']",0.17,0.23,1.04
['40'],"['38', '39']",0.17,0.38,1.06
['39'],"['38', '40']",0.17,0.38,1.07
"['38', '40']",['39'],0.17,0.49,1.07
"['38', '39']",['40'],0.17,0.49,1.06
"['40', '39']",['38'],0.17,0.79,1.04
['36'],"['40', '39']",0.14,0.23,1.04
['40'],"['36', '39']",0.14,0.31,1.06
['39'],"['36', '40']",0.14,0.31,1.07
"['36', '40']",['39'],0.14,0.49,1.07
"['36', '39']",['40'],0.14,0.48,1.06
"['40', '39']",['36'],0.14,0.65,1.04
['38'],"['36', '40', '39']",0.11,0.15,1.07
['36'],"['38', '40', '39']",0.11,0.18,1.07
['40'],"['38', '36', '39']",0.11,0.25,1.08
['39'],"['38', '36', '40']",0.11,0.25,1.11
"['38', '36']","['40', '39']",0.11,0.24,1.09
"['38', '40']","['36', '39']",0.11,0.33,1.11
"['38', '39']","['36', '40']",0.11,0.33,1.11
"['36', '40']","['38', '39']",0.11,0.39,1.11
"['36', '39']","['38', '40']",0.11,0.39,1.11
"['40', '39']","['38', '36']",0.11,0.53,1.09
"['38', '36', '40']",['39'],0.11,0.5,1.11
"['38', '36', '39']",['40'],0.11,0.49,1.08
"['38', '40', '39']",['36'],0.11,0.67,1.07
"['36', '40', '39']",['38'],0.11,0.81,1.07
['11'],"['40', '39']",0.13,0.24,1.11
['40'],"['11', '39']",0.13,0.27,1.09
['39'],"['11', '40']",0.13,0.28,1.09
"['11', '40']",['39'],0.13,0.49,1.09
"['11', '39']",['40'],0.13,0.5,1.09
"['40', '39']",['11'],0.13,0.58,1.11
['38'],"['11', '40', '39']",0.1,0.14,1.08
['11'],"['38', '40', '39']",0.1,0.2,1.14
['40'],"['11', '38', '39']",0.1,0.22,1.13
['39'],"['11', '38', '40']",0.1,0.23,1.11
"['11', '38']","['40', '39']",0.1,0.25,1.15
"['38', '40']","['11', '39']",0.1,0.29,1.15
"['38', '39']","['11', '40']",0.1,0.29,1.14
"['11', '40']","['38', '39']",0.1,0.4,1.14
"['11', '39']","['38', '40']",0.1,0.41,1.15
"['40', '39']","['11', '38']",0.1,0.47,1.15
"['11', '38', '40']",['39'],0.1,0.5,1.11
"['11', '38', '39']",['40'],0.1,0.51,1.13
"['38', '40', '39']",['11'],0.1,0.6,1.14
"['11', '40', '39']",['38'],0.1,0.81,1.08
['36'],"['11', '40', '39']",0.09,0.14,1.09
['11'],"['36', '40', '39']",0.09,0.17,1.16
['40'],"['11', '36', '39']",0.09,0.19,1.12
['39'],"['11', '36', '40']",0.09,0.19,1.12
"['11', '36']","['40', '39']",0.09,0.25,1.16
"['36', '40']","['11', '39']",0.09,0.29,1.17
"['36', '39']","['11', '40']",0.09,0.29,1.15
"['11', '40']","['36', '39']",0.09,0.34,1.15
"['11', '39']","['36', '40']",0.09,0.34,1.17
"['40', '39']","['11', '36']",0.09,0.4,1.16
"['11', '36', '40']",['39'],0.09,0.51,1.12
"['11', '36', '39']",['40'],0.09,0.51,1.12
"['36', '40', '39']",['11'],0.09,0.61,1.16
"['11', '40', '39']",['36'],0.09,0.69,1.09
['38'],"['11', '36', '40', '39']",0.07,0.09,1.08
['36'],"['11', '38', '40', '39']",0.07,0.11,1.1
['11'],"['38', '36', '39', '40']",0.07,0.14,1.18
['40'],"['11', '38', '36', '39']",0.07,0.15,1.15
['39'],"['11', '38', '36', '40']",0.07,0.16,1.15
"['38', '36']","['11', '40', '39']",0.07,0.15,1.16
"['11', '38']","['36', '40', '39']",0.07,0.17,1.22
"['38', '40']","['11', '36', '39']",0.07,0.2,1.19
"['38', '39']","['11', '36', '40']",0.07,0.2,1.18
"['11', '36']","['38', '40', '39']",0.07,0.21,1.2
"['36', '40']","['11', '38', '39']",0.07,0.24,1.21
"['36', '39']","['11', '38', '40']",0.07,0.24,1.18
"['11', '40']","['38', '36', '39']",0.07,0.28,1.18
"['11', '39']","['38', '36', '40']",0.07,0.28,1.23
"['40', '39']","['11', '38', '36']",0.07,0.32,1.2
"['11', '38', '36']","['40', '39']",0.07,0.26,1.2
"['38', '36', '40']","['11', '39']",0.07,0.31,1.23
"['38', '36', '39']","['11', '40']",0.07,0.3,1.18
"['11', '38', '40']","['36', '39']",0.07,0.35,1.18
"['11', '38', '39']","['36', '40']",0.07,0.35,1.21
"['38', '40', '39']","['11', '36']",0.07,0.41,1.2
"['11', '36', '40']","['38', '39']",0.07,0.41,1.18
"['11', '36', '39']","['38', '40']",0.07,0.42,1.19
"['36', '40', '39']","['11', '38']",0.07,0.5,1.22
"['11', '40', '39']","['38', '36']",0.07,0.56,1.16
"['11', '38', '36', '40']",['39'],0.07,0.52,1.15
"['11', '38', '36', '39']",['40'],0.07,0.52,1.15
"['38', '36', '39', '40']",['11'],0.07,0.61,1.18
"['11', '38', '40', '39']",['36'],0.07,0.69,1.1
"['11', '36', '40', '39']",['38'],0.07,0.82,1.08
['48'],"['11', '40', '39']",0.07,0.14,1.09
['11'],"['48', '40', '39']",0.07,0.14,1.17
['40'],"['48', '11', '39']",0.07,0.16,1.1
['39'],"['48', '11', '40']",0.07,0.16,1.12
"['48', '11']","['40', '39']",0.07,0.25,1.15
"['48', '40']","['11', '39']",0.07,0.29,1.16
"['48', '39']","['11', '40']",0.07,0.29,1.15
"['11', '40']","['48', '39']",0.07,0.28,1.15
"['11', '39']","['48', '40']",0.07,0.29,1.16
"['40', '39']","['48', '11']",0.07,0.33,1.15
"['48', '11', '40']",['39'],0.07,0.51,1.12
"['48', '11', '39']",['40'],0.07,0.5,1.1
"['48', '40', '39']",['11'],0.07,0.61,1.17
"['11', '40', '39']",['48'],0.07,0.58,1.09
['38'],"['48', '11', '40', '39']",0.06,0.08,1.11
['48'],"['11', '38', '40', '39']",0.06,0.11,1.12
['11'],"['48', '38', '40', '39']",0.06,0.12,1.2
['40'],"['48', '11', '38', '39']",0.06,0.13,1.15
['39'],"['48', '11', '38', '40']",0.06,0.13,1.15
"['48', '38']","['11', '40', '39']",0.06,0.15,1.17
"['11', '38']","['48', '40', '39']",0.06,0.15,1.25
"['38', '40']","['48', '11', '39']",0.06,0.17,1.2
"['38', '39']","['48', '11', '40']",0.06,0.17,1.21
"['48', '11']","['38', '40', '39']",0.06,0.21,1.22
"['48', '40']","['11', '38', '39']",0.06,0.24,1.23
"['48', '39']","['11', '38', '40']",0.06,0.24,1.2
"['11', '40']","['48', '38', '39']",0.06,0.24,1.2
"['11', '39']","['48', '38', '40']",0.06,0.24,1.22
"['40', '39']","['48', '11', '38']",0.06,0.28,1.22
"['48', '11', '38']","['40', '39']",0.06,0.27,1.22
"['48', '38', '40']","['11', '39']",0.06,0.31,1.22
"['48', '38', '39']","['11', '40']",0.06,0.31,1.2
"['11', '38', '40']","['48', '39']",0.06,0.3,1.2
"['11', '38', '39']","['48', '40']",0.06,0.31,1.23
"['38', '40', '39']","['48', '11']",0.06,0.35,1.22
"['48', '11', '40']","['38', '39']",0.06,0.43,1.21
"['48', '11', '39']","['38', '40']",0.06,0.42,1.2
"['48', '40', '39']","['11', '38']",0.06,0.51,1.25
"['11', '40', '39']","['48', '38']",0.06,0.48,1.17
"['48', '11', '38', '40']",['39'],0.06,0.52,1.15
"['48', '11', '38', '39']",['40'],0.06,0.53,1.15
"['48', '38', '40', '39']",['11'],0.06,0.63,1.2
"['11', '38', '40', '39']",['48'],0.06,0.59,1.12
"['48', '11', '40', '39']",['38'],0.06,0.84,1.11
['36'],"['48', '11', '40', '39']",0.05,0.08,1.12
['48'],"['11', '36', '40', '39']",0.05,0.1,1.12
['11'],"['48', '36', '40', '39']",0.05,0.1,1.24
['40'],"['48', '11', '36', '39']",0.05,0.11,1.15
['39'],"['48', '11', '36', '40']",0.05,0.11,1.15
"['48', '36']","['11', '40', '39']",0.05,0.15,1.21
"['11', '36']","['48', '40', '39']",0.05,0.15,1.26
"['36', '40']","['48', '11', '39']",0.05,0.17,1.21
"['36', '39']","['48', '11', '40']",0.05,0.17,1.22
"['48', '11']","['36', '40', '39']",0.05,0.18,1.24
"['48', '40']","['11', '36', '39']",0.05,0.21,1.22
"['48', '39']","['11', '36', '40']",0.05,0.21,1.21
"['11', '40']","['48', '36', '39']",0.05,0.2,1.25
"['11', '39']","['48', '36', '40']",0.05,0.2,1.25
"['40', '39']","['48', '11', '36']",0.05,0.23,1.22
"['48', '11', '36']","['40', '39']",0.05,0.27,1.22
"['48', '36', '40']","['11', '39']",0.05,0.31,1.25
"['48', '36', '39']","['11', '40']",0.05,0.32,1.25
"['11', '36', '40']","['48', '39']",0.05,0.3,1.21
"['11', '36', '39']","['48', '40']",0.05,0.3,1.22
"['36', '40', '39']","['48', '11']",0.05,0.36,1.24
"['48', '11', '40']","['36', '39']",0.05,0.36,1.22
"['48', '11', '39']","['36', '40']",0.05,0.35,1.21
"['48', '40', '39']","['11', '36']",0.05,0.43,1.26
"['11', '40', '39']","['48', '36']",0.05,0.41,1.21
"['48', '11', '36', '40']",['39'],0.05,0.52,1.15
"['48', '11', '36', '39']",['40'],0.05,0.53,1.15
"['48', '36', '40', '39']",['11'],0.05,0.65,1.24
"['11', '36', '40', '39']",['48'],0.05,0.59,1.12
"['48', '11', '40', '39']",['36'],0.05,0.71,1.12
['28'],"['40', '39']",0.12,0.24,1.1
['40'],"['39', '28']",0.12,0.26,1.1
['39'],"['40', '28']",0.12,0.26,1.13
"['40', '28']",['39'],0.12,0.51,1.13
"['39', '28']",['40'],0.12,0.5,1.1
"['40', '39']",['28'],0.12,0.54,1.1
['38'],"['40', '39', '28']",0.09,0.12,1.06
['28'],"['38', '40', '39']",0.09,0.19,1.12
['40'],"['38', '39', '28']",0.09,0.21,1.12
['39'],"['38', '40', '28']",0.09,0.21,1.14
"['38', '28']","['40', '39']",0.09,0.25,1.14
"['38', '40']","['39', '28']",0.09,0.27,1.15
"['38', '39']","['40', '28']",0.09,0.27,1.17
"['40', '28']","['38', '39']",0.09,0.41,1.17
"['39', '28']","['38', '40']",0.09,0.41,1.15
"['40', '39']","['38', '28']",0.09,0.43,1.14
"['38', '40', '28']",['39'],0.09,0.52,1.14
"['38', '39', '28']",['40'],0.09,0.51,1.12
"['38', '40', '39']",['28'],0.09,0.55,1.12
"['40', '39', '28']",['38'],0.09,0.81,1.06
['36'],"['40', '39', '28']",0.08,0.12,1.05
['28'],"['36', '40', '39']",0.08,0.16,1.1
['40'],"['36', '39', '28']",0.08,0.17,1.07
['39'],"['36', '40', '28']",0.08,0.17,1.14
"['36', '28']","['40', '39']",0.08,0.24,1.1
"['36', '40']","['39', '28']",0.08,0.26,1.13
"['36', '39']","['40', '28']",0.08,0.26,1.15
"['40', '28']","['36', '39']",0.08,0.34,1.15
"['39', '28']","['36', '40']",0.08,0.33,1.13
"['40', '39']","['36', '28']",0.08,0.35,1.1
"['36', '40', '28']",['39'],0.08,0.52,1.14
"['36', '39', '28']",['40'],0.08,0.49,1.07
"['36', '40', '39']",['28'],0.08,0.54,1.1
"['40', '39', '28']",['36'],0.08,0.66,1.05
['38'],"['36', '40', '39', '28']",0.06,0.08,1.08
['36'],"['38', '40', '39', '28']",0.06,0.1,1.07
['28'],"['38', '36', '39', '40']",0.06,0.13,1.12
['40'],"['38', '36', '39', '28']",0.06,0.14,1.09
['39'],"['40', '38', '36', '28']",0.06,0.14,1.16
"['38', '36']","['40', '39', '28']",0.06,0.13,1.11
"['38', '28']","['36', '40', '39']",0.06,0.17,1.16
"['38', '40']","['36', '39', '28']",0.06,0.18,1.14
"['38', '39']","['36', '40', '28']",0.06,0.18,1.2
"['36', '28']","['38', '40', '39']",0.06,0.2,1.15
"['36', '40']","['38', '39', '28']",0.06,0.21,1.16
"['36', '39']","['38', '40', '28']",0.06,0.21,1.18
"['40', '28']","['38', '36', '39']",0.06,0.28,1.18
"['39', '28']","['38', '36', '40']",0.06,0.27,1.19
"['40', '39']","['38', '36', '28']",0.06,0.29,1.15
"['38', '36', '28']","['40', '39']",0.06,0.25,1.15
"['38', '36', '40']","['39', '28']",0.06,0.28,1.19
"['38', '36', '39']","['40', '28']",0.06,0.27,1.18
"['38', '40', '28']","['36', '39']",0.06,0.35,1.18
"['38', '39', '28']","['36', '40']",0.06,0.34,1.16
"['38', '40', '39']","['36', '28']",0.06,0.37,1.15
"['36', '40', '28']","['38', '39']",0.06,0.42,1.2
"['36', '39', '28']","['38', '40']",0.06,0.4,1.14
"['36', '40', '39']","['38', '28']",0.06,0.44,1.16
"['40', '39', '28']","['38', '36']",0.06,0.54,1.11
"['40', '38', '36', '28']",['39'],0.06,0.53,1.16
"['38', '36', '39', '28']",['40'],0.06,0.5,1.09
"['38', '36', '39', '40']",['28'],0.06,0.55,1.12
"['38', '40', '39', '28']",['36'],0.06,0.67,1.07
"['36', '40', '39', '28']",['38'],0.06,0.82,1.08
['11'],"['40', '39', '28']",0.07,0.13,1.1
['28'],"['11', '40', '39']",0.07,0.14,1.09
['40'],"['11', '39', '28']",0.07,0.15,1.12
['39'],"['11', '40', '28']",0.07,0.15,1.16
"['11', '28']","['40', '39']",0.07,0.26,1.18
"['11', '40']","['39', '28']",0.07,0.26,1.14
"['11', '39']","['40', '28']",0.07,0.27,1.17
"['40', '28']","['11', '39']",0.07,0.29,1.17
"['39', '28']","['11', '40']",0.07,0.29,1.14
"['40', '39']","['11', '28']",0.07,0.31,1.18
"['11', '40', '28']",['39'],0.07,0.53,1.16
"['11', '39', '28']",['40'],0.07,0.51,1.12
"['11', '40', '39']",['28'],0.07,0.53,1.09
"['40', '39', '28']",['11'],0.07,0.58,1.1
['38'],"['11', '40', '39', '28']",0.06,0.08,1.12
['11'],"['38', '40', '39', '28']",0.06,0.11,1.16
['28'],"['11', '38', '40', '39']",0.06,0.12,1.14
['40'],"['11', '38', '39', '28']",0.06,0.12,1.18
['39'],"['11', '38', '40', '28']",0.06,0.13,1.18
"['11', '38']","['40', '39', '28']",0.06,0.14,1.2
"['38', '28']","['11', '40', '39']",0.06,0.15,1.19
"['38', '40']","['11', '39', '28']",0.06,0.16,1.23
"['38', '39']","['11', '40', '28']",0.06,0.16,1.26
"['11', '28']","['38', '40', '39']",0.06,0.22,1.27
"['11', '40']","['38', '39', '28']",0.06,0.22,1.21
"['11', '39']","['38', '40', '28']",0.06,0.23,1.24
"['40', '28']","['11', '38', '39']",0.06,0.25,1.25
"['39', '28']","['11', '38', '40']",0.06,0.25,1.2
"['40', '39']","['11', '38', '28']",0.06,0.26,1.26
"['11', '38', '28']","['40', '39']",0.06,0.27,1.26
"['11', '38', '40']","['39', '28']",0.06,0.28,1.2
"['11', '38', '39']","['40', '28']",0.06,0.29,1.25
